address,name,rubrics,attributes,address.postcode,lat,lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address_comment,city,rubrics_new,district,postcode_3
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",Гагаринский район,119
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",Гагаринский район,119
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",Гагаринский район,119
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",Гагаринский район,119
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",район Якиманка,119
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",район Проспект Вернадского,119
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",Гагаринский район,119
Ленинский проспект,"Goodman, стейк-хаус","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,119333.0,55.696783,37.56181,4.8,39.0,625.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 3, 'tag': 'flamp'}]",4.7,285.0,5896.0,1 этаж,Москва,"Бары, Рестораны, Кейтеринг, Банкетные залы",Тропарёво-Никулино,119
улица Шверника,"Мята Lounge Академическая, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",1600.0,117449.0,55.694034,37.582138,4.9,62.0,65.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 17, 'tag': 'flamp'}]",4.8,17391.0,22161.0,1-2 этаж,Москва,"Бары, Центры паровых коктейлей, Кафе",Академический район,117
60-летия Октября проспект,"Дасмия, кафе","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,117292.0,55.693288,37.574095,3.8,2.0,5.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.8,2.0,5.0,1 этаж,Москва,Бары,Академический район,117
площадь Джавахарлала Неру,"Buffalos, бургерная","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bystroe_pitanie', 'id': '165', 'kind': 'primary', 'name': 'Быстрое питание', 'parent_id': '2', 'short_id': 165}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1100.0,119311.0,55.693054,37.534374,3.6,47.0,54.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.8, 'recommendation_count': 2, 'review_count': 6, 'tag': 'flamp'}]",3.0,100.0,112.0,3 этаж,Москва,"Бары, Быстрое питание, Доставка еды",Гагаринский район,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",Гагаринский район,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",Гагаринский район,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",Гагаринский район,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",Гагаринский район,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",район Якиманка,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",район Проспект Вернадского,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",Гагаринский район,119
Ленинский проспект,"Вольность, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,119333.0,55.697866,37.559872,4.8,15.0,23.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,15.0,23.0,1 этаж,Москва,"Бары, Кафе",Тропарёво-Никулино,119
Молодёжная улица,"Craft time, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",,119296.0,55.694425,37.5467,4.9,16.0,22.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,16.0,22.0,цокольный этаж,Москва,"Бары, Доставка еды",Гагаринский район,119
бульвар Братьев Весниных,"Frank by Баста, реберная","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",1500.0,115432.0,55.699251,37.6392,5.0,398.0,5551.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,27069.0,361202.0,1 этаж,Москва,"Бары, Рестораны",район Чертаново Южное,115
Духовской переулок,"Шу-шу, рестобар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",2000.0,115191.0,55.704208,37.615066,5.0,15.0,24.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,101.0,137.0,1 этаж,Москва,"Бары, Рестораны",район Чертаново Южное,115
Новоданиловский проезд,"Мята Lounge Мануфактура, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'restorany', 'id': '164', 'kind': 'additional', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",2500.0,117105.0,55.701364,37.624736,5.0,613.0,628.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,17391.0,22161.0,,Москва,"Бары, Центры паровых коктейлей, Рестораны",Нагорный район,117
улица Архитектора Щусева,"Pride, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",3000.0,115432.0,55.698868,37.634038,4.7,146.0,161.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 1, 'tag': 'flamp'}]",4.7,146.0,161.0,1 этаж,Москва,"Бары, Кафе, Доставка еды",район Чертаново Южное,115
Новоданиловская набережная,"Maxlevel, бар-ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",2000.0,117105.0,55.697836,37.625267,4.2,36.0,54.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,36.0,54.0,13 этаж,Москва,"Бары, Рестораны",Нагорный район,117
