address,name,rubrics,attributes,address.postcode,lat,lon,reviews.general_rating,reviews.general_review_count,reviews.general_review_count_with_stars,reviews.is_reviewable,reviews.is_reviewable_on_flamp,reviews.items,reviews.org_rating,reviews.org_review_count,reviews.org_review_count_with_stars,address_comment,city,rubrics_new,district,postcode_3
Балашихинское шоссе,"Кружечка, спортбар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,143913.0,55.824514,37.930894,5.0,1.0,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,2.0,4.0,363 помещение; 1 этаж,Москва,Бары,,143
бульвар Космонавтов,"Тара-бар, магазин-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'sneki', 'id': '879', 'kind': 'primary', 'name': 'Снеки', 'parent_id': '14', 'short_id': 879}, {'alias': 'razlivnoe_pivo', 'id': '19290', 'kind': 'additional', 'name': 'Разливное пиво', 'parent_id': '14', 'short_id': 19290}]",,143408.0,55.833757,37.271124,,,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,1.0,цокольный этаж,Москва,"Бары, Снеки, Разливное пиво",,143
улица Ленина,Beer Lab,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'razlivnoe_pivo', 'id': '19290', 'kind': 'primary', 'name': 'Разливное пиво', 'parent_id': '14', 'short_id': 19290}, {'alias': 'sneki', 'id': '879', 'kind': 'additional', 'name': 'Снеки', 'parent_id': '14', 'short_id': 879}]",,143408.0,55.836184,37.296622,5.0,1.0,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,1.0,1.0,1 этаж,Москва,"Бары, Разливное пиво, Снеки",,143
Митинская улица,"Руки Вверх!, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'nochnye_kluby', 'id': '173', 'kind': 'additional', 'name': 'Ночные клубы', 'parent_id': '2', 'short_id': 173}]",,125430.0,55.847539,37.35953,4.7,361.0,385.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'review_count': 85, 'tag': 'flamp'}]",4.8,5580.0,6415.0,цокольный этаж,Москва,"Бары, Караоке-залы, Ночные клубы",район Митино,125
Митинская улица,"Zames, гриль-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",2500.0,125368.0,55.849651,37.353359,4.9,123.0,3371.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,1077.0,37290.0,,Москва,"Бары, Рестораны, Доставка еды",район Митино,125
переулок Ангелов,"Изи паб, кафе-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",800.0,125368.0,55.852666,37.351001,4.8,68.0,80.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.9, 'review_count': 9, 'tag': 'flamp'}]",4.7,752.0,926.0,цокольный этаж,Москва,"Бары, Кафе, Доставка еды",район Митино,125
Митинская улица,"Колбасофф, ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",2000.0,125368.0,55.846846,37.35774,4.4,34.0,69.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.4,963.0,10702.0,2 этаж,Москва,"Бары, Рестораны, Доставка еды",район Митино,125
Дубравная улица,"Проба, гастробар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1300.0,125368.0,55.846519,37.358515,4.1,47.0,58.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.5, 'review_count': 11, 'tag': 'flamp'}]",4.1,47.0,58.0,1 этаж,Москва,"Бары, Кафе, Доставка еды",район Митино,125
Митинская улица,"Vinesis, ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",1000.0,125430.0,55.842612,37.372872,4.0,24.0,28.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.0,24.0,28.0,2 этаж,Москва,"Бары, Рестораны",район Митино,125
Митинская улица,"Мята Lounge Мегаполис, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}]",,125368.0,55.849001,37.354096,4.8,117.0,118.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,17391.0,22161.0,3 этаж,Москва,"Бары, Центры паровых коктейлей",район Митино,125
Новотушинский проезд,"Стоп Кран, бар-магазин","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125464.0,55.838204,37.38064,,,,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,,,Москва,Бары,район Митино,125
Дубравная улица,Барный корнер,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125222.0,55.840372,37.355323,,,,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,,3 этаж,Москва,Бары,район Митино,125
Митинская улица,"Pushka rockets pub, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125222.0,55.844353,37.362324,4.6,11.0,15.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.6,11.0,15.0,,Москва,Бары,район Митино,125
Химкинский бульвар,"ЭллиУнесло, бар пивных радостей","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125363.0,55.851771,37.441573,4.2,19.0,24.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,19.0,24.0,цокольный этаж,Москва,Бары,Молжаниновский район,125
Сходненская улица,"Колбасофф, ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'kejjtering', 'id': '9786', 'kind': 'additional', 'name': 'Кейтеринг', 'parent_id': '2', 'short_id': 9786}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1200.0,125363.0,55.850516,37.444017,4.4,74.0,226.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.5, 'recommendation_count': 1, 'review_count': 4, 'tag': 'flamp'}]",4.4,963.0,10702.0,4 этаж,Москва,"Бары, Рестораны, Кейтеринг, Доставка еды",Молжаниновский район,125
Туристская улица,"Удача, бильярдный клуб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bilyardnye_zaly', 'id': '169', 'kind': 'additional', 'name': 'Бильярдные залы', 'parent_id': '2', 'short_id': 169}]",,125459.0,55.851636,37.421328,4.6,15.0,22.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 5, 'recommendation_count': 2, 'review_count': 2, 'tag': 'flamp'}]",4.6,15.0,22.0,цокольный этаж,Москва,"Бары, Бильярдные залы",район Покровское-Стрешнево,125
улица Свободы,"Мята Lounge Свобода, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}]",,125364.0,55.845113,37.455311,4.8,17.0,25.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,17391.0,22161.0,2 этаж,Москва,"Бары, Центры паровых коктейлей",Молжаниновский район,125
Сходненская улица,"69 pints, крафтовый паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125363.0,55.847338,37.438972,4.9,18.0,38.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,90.0,170.0,1 этаж,Москва,Бары,район Покровское-Стрешнево,125
Сходненская улица,"Вкинобар, кафе","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'kafe', 'id': '161', 'kind': 'primary', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1000.0,125363.0,55.850768,37.445557,5.0,2.0,2.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,2.0,2.0,3 этаж; кинотеатр Балтика,Москва,"Бары, Кафе, Доставка еды",Молжаниновский район,125
Туристская улица,"Comeback, пивной бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bystroe_pitanie', 'id': '165', 'kind': 'additional', 'name': 'Быстрое питание', 'parent_id': '2', 'short_id': 165}]",500.0,125459.0,55.844595,37.423601,5.0,1.0,1.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",5.0,1.0,1.0,,Москва,"Бары, Быстрое питание",район Покровское-Стрешнево,125
Туристская улица,"Karaoke Club Show, бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'alkogolnye_napitki', 'id': '360', 'kind': 'additional', 'name': 'Алкогольные напитки', 'parent_id': '14', 'short_id': 360}]",,125459.0,55.851682,37.421313,3.1,3.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",3.1,3.0,4.0,1 этаж,Москва,"Бары, Рестораны, Караоке-залы, Алкогольные напитки",район Покровское-Стрешнево,125
Флотская улица,"Vasilchuki Chaihona №1, ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,125493.0,55.850665,37.485455,4.2,122.0,225.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'recommendation_count': 1, 'review_count': 5, 'tag': 'flamp'}]",4.4,3996.0,11763.0,,Москва,"Бары, Рестораны, Доставка еды, Банкетные залы",Молжаниновский район,125
улица Адмирала Макарова,"Пилпили, ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}]",2000.0,125212.0,55.835308,37.490648,4.4,77.0,126.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.8, 'review_count': 4, 'tag': 'flamp'}]",4.4,77.0,126.0,2 этаж,Москва,"Бары, Рестораны, Доставка еды, Банкетные залы",Головинский район,125
Головинское шоссе,"Harat`s pub, ирландский паб №121","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",2500.0,125212.0,55.839798,37.488142,4.7,48.0,596.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3, 'review_count': 5, 'tag': 'flamp'}]",4.4,932.0,10322.0,1 этаж,Москва,"Бары, Доставка еды, Кафе",Головинский район,125
Ленинградское шоссе,"Cuba pub, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125565.0,55.849022,37.475279,4.3,18.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,18.0,26.0,1 этаж,Москва,Бары,Молжаниновский район,125
Ленинградское шоссе,"Cuba pub, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125565.0,55.849022,37.475279,4.3,18.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,18.0,26.0,1 этаж,Москва,Бары,Головинский район,125
Ленинградское шоссе,"Cuba pub, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125565.0,55.849022,37.475279,4.3,18.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,18.0,26.0,1 этаж,Москва,Бары,Войковский район,125
улица Адмирала Макарова,"Мята Lounge Водный стадион, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}]",,125212.0,55.834997,37.490742,4.6,72.0,84.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4, 'review_count': 2, 'tag': 'flamp'}]",4.8,17391.0,22161.0,1 этаж,Москва,"Бары, Центры паровых коктейлей",Головинский район,125
Кронштадтский бульвар,"Мск Lounge, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}]",,125212.0,55.841167,37.494347,4.2,47.0,50.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,650.0,740.0,1 этаж,Москва,"Бары, Центры паровых коктейлей",Головинский район,125
Ленинградское шоссе,"Za-Пой, караоке бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'primary', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",,125565.0,55.845928,37.477448,2.9,10.0,12.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.9,10.0,12.0,2 этаж; лаунж-бар Мята,Москва,"Бары, Караоке-залы",Молжаниновский район,125
Ленинградское шоссе,"Za-Пой, караоке бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'primary', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",,125565.0,55.845928,37.477448,2.9,10.0,12.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.9,10.0,12.0,2 этаж; лаунж-бар Мята,Москва,"Бары, Караоке-залы",Головинский район,125
Ленинградское шоссе,"Za-Пой, караоке бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'primary', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}]",,125565.0,55.845928,37.477448,2.9,10.0,12.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.9,10.0,12.0,2 этаж; лаунж-бар Мята,Москва,"Бары, Караоке-залы",Войковский район,125
улица Адмирала Макарова,"Beertep, крафтовый бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,125212.0,55.835762,37.490323,4.3,12.0,16.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.3,12.0,16.0,2 этаж,Москва,Бары,Головинский район,125
Кронштадтский бульвар,"Пена, паб","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'bystroe_pitanie', 'id': '165', 'kind': 'additional', 'name': 'Быстрое питание', 'parent_id': '2', 'short_id': 165}]",1200.0,125212.0,55.840589,37.494315,4.7,8.0,13.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,8.0,13.0,1 этаж,Москва,"Бары, Быстрое питание",Головинский район,125
Флотская улица,"Пив&ко, пивной ресторан","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}, {'alias': 'karaoke_zaly', 'id': '21387', 'kind': 'additional', 'name': 'Караоке-залы', 'parent_id': '2', 'short_id': 21387}, {'alias': 'banketnye_zaly', 'id': '10803', 'kind': 'additional', 'name': 'Банкетные залы', 'parent_id': '2', 'short_id': 10803}, {'alias': 'dostavka_edy', 'id': '1203', 'kind': 'additional', 'name': 'Доставка еды', 'parent_id': '2', 'short_id': 1203}]",1500.0,125493.0,55.851715,37.493035,3.9,25.0,33.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 3.7, 'recommendation_count': 3, 'review_count': 6, 'tag': 'flamp'}]",3.7,60.0,83.0,15/1 помещение; 1-3 этаж,Москва,"Бары, Рестораны, Караоке-залы, Банкетные залы, Доставка еды",Головинский район,125
Ботаническая улица,"Мята Lounge Ботаническая, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}]",,127106.0,55.84628,37.584069,4.9,52.0,77.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,17391.0,22161.0,1 этаж,Москва,"Бары, Центры паровых коктейлей",район Отрадное,127
Ботаническая улица,Golden Tap,"[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'sneki', 'id': '879', 'kind': 'primary', 'name': 'Снеки', 'parent_id': '14', 'short_id': 879}]",,127276.0,55.840511,37.583047,4.9,11.0,11.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.9,11.0,11.0,вход с торца; слева от пункта выдачи Wildberries,Москва,"Бары, Снеки",район Отрадное,127
Лазоревый проезд,"Local Station, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,129323.0,55.847675,37.63958,4.7,36.0,48.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 4.5, 'review_count': 2, 'tag': 'flamp'}]",4.7,36.0,48.0,1 этаж,Москва,Бары,район Свиблово,129
Лазоревый проезд,"Мята Platinum, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}]",,129323.0,55.847184,37.638575,4.7,27.0,48.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,17391.0,22161.0,2 этаж,Москва,"Бары, Центры паровых коктейлей",район Свиблово,129
Лазоревый проезд,"HookahPlace Garden, лаундж-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'centry_parovykh_koktejjlejj', 'id': '110357', 'kind': 'primary', 'name': 'Центры паровых коктейлей', 'parent_id': '2', 'short_id': 110357}, {'alias': 'kafe', 'id': '161', 'kind': 'additional', 'name': 'Кафе', 'parent_id': '2', 'short_id': 161}]",,129323.0,55.847198,37.6389,4.8,51.0,61.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.8,51.0,61.0,2 этаж,Москва,"Бары, Центры паровых коктейлей, Кафе",район Свиблово,129
Лазоревый проезд,"Волковская, пивоварня","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,129323.0,55.848699,37.639621,4.3,4.0,6.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'rating': 2, 'review_count': 1, 'tag': 'flamp'}]",4.3,4.0,6.0,1 этаж,Москва,Бары,район Свиблово,129
Лазоревый проезд,"Берлога, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,129323.0,55.848534,37.638759,4.6,17.0,26.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,47.0,59.0,1 этаж,Москва,Бары,район Свиблово,129
улица Вильгельма Пика,"Maffeo, лобби-бар","[{'alias': 'bary', 'id': '159', 'kind': 'additional', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}, {'alias': 'restorany', 'id': '164', 'kind': 'primary', 'name': 'Рестораны', 'parent_id': '2', 'short_id': 164}]",3000.0,129226.0,55.844597,37.634514,2.1,2.0,3.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",2.1,2.0,3.0,1 этаж; гостиница Soluxe Hotel Moscow,Москва,"Бары, Рестораны",район Свиблово,129
Олонецкая улица,"Портерная, гастробар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,127273.0,55.852996,37.619528,4.4,10.0,14.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.7,15.0,21.0,1 этаж,Москва,Бары,район Отрадное,127
проспект Мира,Sibbitter friends bar,"[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,129223.0,55.836011,37.6243,1.9,4.0,7.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",1.9,4.0,7.0,1 этаж,Москва,Бары,район Свиблово,129
улица Вильгельма Пика,"Next Door, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,129226.0,55.844613,37.637354,3.5,4.0,4.0,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",4.2,5.0,6.0,,Москва,Бары,район Свиблово,129
улица Вильгельма Пика,"Right Hops, бар","[{'alias': 'bary', 'id': '159', 'kind': 'primary', 'name': 'Бары', 'parent_id': '2', 'short_id': 159}]",,129226.0,55.844788,37.637589,,,,True,True,"[{'is_reviewable': True, 'tag': '2gis_reviews'}, {'is_reviewable': True, 'tag': 'flamp'}]",,,,3 этаж,Москва,Бары,район Свиблово,129
